"Job.Title","Position","Employee.Identifier","Fiscal.Year.2018","Total.Biennium","agency"
"ACCOUNT TECHNICIAN","14630","1662409771","$18,375.00","$18,375.00","University of North Dakota"
"ACCOUNT TECHNICIAN","14687","42542602CD","$10,674.00","$10,674.00","University of North Dakota"
"ACCOUNT TECHNICIAN","15209","FBB13CDC40","$15,729.34","$15,729.34","University of North Dakota"
"ACCOUNT TECHNICIAN","15432","982C7591C8","$23,750.04","$23,750.04","University of North Dakota"
"ACCOUNT TECHNICIAN","15580","80DC3F7814","$18,050.04","$18,050.04","University of North Dakota"
"ACCOUNT TECHNICIAN","15708","6FEF383540","$20,486.52","$20,486.52","University of North Dakota"
"ACCOUNT TECHNICIAN","15836","77F113C6F7","$17,853.88","$17,853.88","University of North Dakota"
"ACCOUNT TECHNICIAN","16067","37ACD21292","$18,321.00","$18,321.00","University of North Dakota"
"ACCOUNT TECHNICIAN","16328","F39B71E739","$17,745.00","$17,745.00","University of North Dakota"
"ACCOUNT TECHNICIAN","16827","067081B3D5","$20,098.56","$20,098.56","University of North Dakota"
"ACCOUNT TECHNICIAN","24602","EF9E23A40C","$23,410.41","$23,410.41","University of North Dakota"
"ACCOUNT TECHNICIAN","25345","9C591B580F","$16,800.00","$16,800.00","University of North Dakota"
"ACCOUNT TECHNICIAN","27385","876CE4EFB5","$20,010.48","$20,010.48","University of North Dakota"
"ACCOUNT TECHNICIAN","100337","561D321F52","$20,869.75","$20,869.75","University of North Dakota"
"ACCOUNT TECHNICIAN","103076","025EE00C8C","$20,929.04","$20,929.04","University of North Dakota"
"ACCOUNT/BUDGET MANAGER","16053","C0BB765254","$32,445.00","$32,445.00","University of North Dakota"
"ACCOUNT/PAYROLL TECHNICIAN","13853","FAC72B05EF","$14,773.68","$14,773.68","University of North Dakota"
"ACCOUNT/PAYROLL TECHNICIAN","24095","EC00119F2F","$22,040.53","$22,040.53","University of North Dakota"
"ACCOUNTANT","15959","16B6AF22FB","$24,874.56","$24,874.56","University of North Dakota"
"ACCOUNTANT","16342","7D4F5EC8FA","$41,500.04","$41,500.04","University of North Dakota"
"ACCOUNTANT","18379","66343E25F5","$23,832.48","$23,832.48","University of North Dakota"
"ACCOUNTANT","26892","F5A1417E47","$30,939.00","$30,939.00","University of North Dakota"
"ACCOUNTANT","27607","F11848C4C5","$27,568.56","$27,568.56","University of North Dakota"
"ACCOUNTANT/ANALYST","103067","709684376C","$27,200.73","$27,200.73","University of North Dakota"
"ACCOUNTING & GRANTS SPECIALIST","15121","91C74D5E39","$25,259.04","$25,259.04","University of North Dakota"
"ACCOUNTING SPECIALIST ","14754","B2C65CFDBC","$28,191.96","$28,191.96","University of North Dakota"
"ACCOUNTING SPECIALIST ","15693","EDC7A01031","$19,687.56","$19,687.56","University of North Dakota"
"ACCOUNTING SPECIALIST ","16818","CCCFCDC4EF","$22,149.96","$22,149.96","University of North Dakota"
"ACCOUNTING SVCS ASST","14860","A950D780A7","$17,618.52","$17,618.52","University of North Dakota"
"ACCOUNTING TECHNICIAN ","13526","BDACC55EB8","$18,844.08","$18,844.08","University of North Dakota"
"ACCOUNTING/BUDGET SPEC","16446","33644F7730","$35,276.80","$35,276.80","University of North Dakota"
"ACCOUNTS PAYABLE MANAGER","16900","AEAB36E2F7","$35,043.96","$35,043.96","University of North Dakota"
"ACCT TECH ","13566","B6F38D72C5","$20,709.96","$20,709.96","University of North Dakota"
"ACCT TECH ","14350","21D57B7B6B","$23,750.04","$23,750.04","University of North Dakota"
"ACCT TECH ","14556","5E555F1450","$23,500.56","$23,500.56","University of North Dakota"
"ACCT TECH ","14963","CC6C5B29FB","$22,144.56","$22,144.56","University of North Dakota"
"ACCT TECH ","15585","E7E5964F2E","$22,980.48","$22,980.48","University of North Dakota"
"ACCT TECH ","16126","544D2811A6","$19,673.04","$19,673.04","University of North Dakota"
"ACCT/BUDG SPEC","14529","CEF306836F","$26,649.96","$26,649.96","University of North Dakota"
"ACQUISTIONS SPECIALIST","13956","0A6562E7BA","$15,477.96","$15,477.96","University of North Dakota"
"AD MEMBERSHIP & GUEST SERVICES","25348","E69C24C699","$24,000.00","$24,000.00","University of North Dakota"
"ADM ASST & ED SPPT SERV SPEC","14291","7D91983D97","$20,951.52","$20,951.52","University of North Dakota"
"ADM ASST & ED SUPPORT SPEC","100045","3412DA38C8","$16,705.56","$16,705.56","University of North Dakota"
"ADM OFFICE ASST (STNT HRLY) ","101291","43B875916A","$621.36","$621.36","University of North Dakota"
"ADM OFFICE ASST (STNT HRLY) ","101291","9CA11CF422","$625.68","$625.68","University of North Dakota"
"ADM OFFICE ASST (STNT HRLY) ","101291","F9D09CD3FF","$1,297.92","$1,297.92","University of North Dakota"
"ADM SEC FOR GRAD PGRM TRACK ","13613","018215CA6D","$17,891.04","$17,891.04","University of North Dakota"
"ADM. ASST/RES PRGM COORD","13489","4422C17D6C","$26,449.42","$26,449.42","University of North Dakota"
"ADM/RCDS ASSOC","14192","0F16F8AF11","$17,681.70","$17,681.70","University of North Dakota"
"ADM/RCDS OFCR ","14883","1213A0A7DA","$29,319.00","$29,319.00","University of North Dakota"
"ADM/RCDS OFCR ","15482","08A268F764","$24,862.50","$24,862.50","University of North Dakota"
"ADM/RCDS OFFICER","14546","1EDCE948FB","$20,769.00","$20,769.00","University of North Dakota"
"ADMIN ASSISTANT ","13867","338839E87C","$18,975.96","$18,975.96","University of North Dakota"
"ADMIN ASSISTANT ","14609","13927F40E0","$19,600.56","$19,600.56","University of North Dakota"
"ADMIN ASSISTANT ","15779","10DE28EAFE","$20,891.52","$20,891.52","University of North Dakota"
"ADMIN ASSISTANT ","17032","2FA70CDADB","$23,145.96","$23,145.96","University of North Dakota"
"ADMIN ASST","13869","35B0B8C14B","$20,325.48","$20,325.48","University of North Dakota"
"ADMIN ASST","13990","C39D4C5CED","$19,728.48","$19,728.48","University of North Dakota"
"ADMIN ASST","14481","DF9BFBB621","$28,165.56","$28,165.56","University of North Dakota"
"ADMIN ASST","14666","848371F081","$20,793.96","$20,793.96","University of North Dakota"
"ADMIN ASST","15368","9072167C6D","$21,773.48","$21,773.48","University of North Dakota"
"ADMIN ASST","15543","6FCA66CEE5","$24,072.00","$24,072.00","University of North Dakota"
"ADMIN ASST","15937","CFFE1C3E37","$24,343.00","$24,343.00","University of North Dakota"
"ADMIN ASST","16268","EACB9962C1","$13,746.64","$13,746.64","University of North Dakota"
"ADMIN ASST","16741","AC231D34F6","$18,998.99","$18,998.99","University of North Dakota"
"ADMIN ASST RESIDENCE LIFE ","13428","6CCE82DE4B","$18,375.00","$18,375.00","University of North Dakota"
"ADMIN ASST RESIDENCE LIFE ","13428","9B24E0FFBA","$576.19","$576.19","University of North Dakota"
"ADMIN ASST/OFFICE MNGR(CLINIC)","15629","ABCAA57E5E","$20,007.48","$20,007.48","University of North Dakota"
"ADMIN CLERK ","14414","4A4DD5BFF2","$15,431.52","$15,431.52","University of North Dakota"
"ADMIN CLERK ","16763","608106FD9A","$18,012.00","$18,012.00","University of North Dakota"
"ADMIN CLERK (CLINIC)","15246","6CFB9C40AA","$12,238.32","$12,238.32","University of North Dakota"
"ADMIN MEDICAL SPECIALIST","14087","53960A898C","$8,752.00","$8,752.00","University of North Dakota"
"ADMIN OFCR","13439","8B0516C9B6","$28,695.00","$28,695.00","University of North Dakota"
"ADMIN OFCR","13533","9E6890FA79","$48,728.90","$48,728.90","University of North Dakota"
"ADMIN OFCR","15147","CFA2E2E922","$22.37","$22.37","University of North Dakota"
"ADMIN OFCR","16543","7F61E8F901","$23,838.48","$23,838.48","University of North Dakota"
"ADMIN OFFICER-AVPF/CONTROLLER ","13669","001AAC15D8","$4,283.58","$4,283.58","University of North Dakota"
"ADMIN SEC ","13418","A1203903F5","$11.17","$11.17","University of North Dakota"
"ADMIN SEC ","13603","BBF2B93CBB","$18,141.48","$18,141.48","University of North Dakota"
"ADMIN SEC ","13666","03E5EF7812","$24,864.96","$24,864.96","University of North Dakota"
"ADMIN SEC ","13739","9BB0A997C3","$9,800.50","$9,800.50","University of North Dakota"
"ADMIN SEC ","13775","4B13F66371","$18,546.50","$18,546.50","University of North Dakota"
"ADMIN SEC ","13968","877EA9755B","$13,500.00","$13,500.00","University of North Dakota"
"ADMIN SEC ","14214","59CCB7AC66","$11.17","$11.17","University of North Dakota"
"ADMIN SEC ","14266","28858CFF46","$16,121.04","$16,121.04","University of North Dakota"
"ADMIN SEC ","14276","587DF65D0A","$20,078.04","$20,078.04","University of North Dakota"
"ADMIN SEC ","14306","B4A17D8F7D","$22,836.00","$22,836.00","University of North Dakota"
"ADMIN SEC ","14515","153999EC45","$17,499.96","$17,499.96","University of North Dakota"
"ADMIN SEC ","14795","6778509B6F","$94.69","$94.69","University of North Dakota"
"ADMIN SEC ","14903","5EEBCD80E6","$16,184.61","$16,184.61","University of North Dakota"
"ADMIN SEC ","14952","32D66FF345","$18,293.04","$18,293.04","University of North Dakota"
"ADMIN SEC ","15013","10D58AADCD","$17,258.04","$17,258.04","University of North Dakota"
"ADMIN SEC ","15236","B43244900B","$20,570.04","$20,570.04","University of North Dakota"
"ADMIN SEC ","15744","742CC025C0","$8,182.56","$8,182.56","University of North Dakota"
"ADMIN SEC ","15876","8D81AE7676","$20,858.52","$20,858.52","University of North Dakota"
"ADMIN SEC ","16061","279E4FC203","$22,206.00","$22,206.00","University of North Dakota"
"ADMIN SEC ","16178","D1D4898E14","$18,424.56","$18,424.56","University of North Dakota"
"ADMIN SEC ","16265","9CEAAC85F7","$16,709.04","$16,709.04","University of North Dakota"
"ADMIN SEC ","16301","7DFD2BEE0F","$3,291.66","$3,291.66","University of North Dakota"
"ADMIN SEC ","16416","2D546ACB25","$20,885.52","$20,885.52","University of North Dakota"
"ADMIN SEC ","16511","1B2D01405B","$5,667.68","$5,667.68","University of North Dakota"
"ADMIN SEC ","16511","845C243AED","$19,285.66","$19,285.66","University of North Dakota"
"ADMIN SEC ","16725","60B11BB226","$15,936.48","$15,936.48","University of North Dakota"
"ADMIN SEC ","16996","A50D581FC8","$17,463.00","$17,463.00","University of North Dakota"
"ADMIN SEC (CLINIC)","100708","017A8C3CD1","$16,391.04","$16,391.04","University of North Dakota"
"ADMIN SECRETARY ","14504","B02AA9374C","$14,987.76","$14,987.76","University of North Dakota"
"ADMIN SECRETARY ","14662","2C2F1B33FD","$15,849.48","$15,849.48","University of North Dakota"
"ADMIN SECRETARY ","14930","A87289D584","$11,224.50","$11,224.50","University of North Dakota"
"ADMIN SECRETARY ","16167","A5362D1A7A","$19,241.52","$19,241.52","University of North Dakota"
"ADMIN SECRETARY ","16262","2CAF74804B","$8,622.12","$8,622.12","University of North Dakota"
"ADMIN SECRETARY ","16262","E4DAC9D813","$13,671.36","$13,671.36","University of North Dakota"
"ADMIN SECRETARY ","16465","6A962FFC3A","$19,035.00","$19,035.00","University of North Dakota"
"ADMIN SECRETARY ","16643","2CAF74804B","$9,468.32","$9,468.32","University of North Dakota"
"ADMIN SECRETARY (<12) ","13753","7B1C0FE4FB","$16,709.00","$16,709.00","University of North Dakota"
"ADMIN SECRETARY (<12) ","16444","6D23FCB857","$12,876.30","$12,876.30","University of North Dakota"
"ADMIN SECRETARY (<12) ","17854","22A5D94FA9","$14,358.30","$14,358.30","University of North Dakota"
"ADMIN SVCS TECH - TECHNICIAN","17363","1D18D42643","$903.00","$903.00","University of North Dakota"
"ADMIN SVCS TECH - TECHNICIAN","17363","44384A4E8D","$171.86","$171.86","University of North Dakota"
"ADMIN SVCS TECH - TECHNICIAN","17363","48D248A00B","$603.10","$603.10","University of North Dakota"
"ADMIN SVCS TECH - TECHNICIAN","17363","84D4001706","$4,077.10","$4,077.10","University of North Dakota"
"ADMIN SVCS TECH - TECHNICIAN","17363","C0F7B0BD08","$5,054.78","$5,054.78","University of North Dakota"
"ADMIN SVCS TECH - TECHNICIAN","17363","C8A3ADDFF2","$1,974.04","$1,974.04","University of North Dakota"
"ADMIN SVCS TECH - TECHNICIAN","17363","E8542F71D2","$281.50","$281.50","University of North Dakota"
"ADMIN SVCS TECH - TECHNICIAN","18245","1D18D42643","$4,503.74","$4,503.74","University of North Dakota"
"ADMIN. OFFICER","18041","C4582AF7D0","$31,096.00","$31,096.00","University of North Dakota"
"ADMININISTRATIVE SECRETARY","14310","5212DA5A60","$21,192.48","$21,192.48","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","13681","81BD653A27","$23,175.96","$23,175.96","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","13926","F4DA560126","$25,679.04","$25,679.04","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","13979","BEFD7B4087","$14,924.52","$14,924.52","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","14237","C9962F7C33","$21,833.52","$21,833.52","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","14406","D0C90A6AD4","$29,289.96","$29,289.96","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","14449","F8FD257518","$19,435.56","$19,435.56","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","14582","E5A74AD9FC","$26,699.04","$26,699.04","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","14680","CF4D2D0D76","$20,456.04","$20,456.04","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","14695","489CF91C2C","$1,230.00","$1,230.00","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","15020","2E48CE354B","$29,963.52","$29,963.52","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","15071","238D88FBD7","$17,940.96","$17,940.96","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","15179","6290AFAD48","$4,508.27","$4,508.27","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","15258","B449A6FC57","$12,908.91","$12,908.91","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","15258","C99BE41BDA","$5,668.55","$5,668.55","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","15419","1236861B91","$20,475.48","$20,475.48","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","15483","6A583CA7D6","$18,900.00","$18,900.00","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","15530","E4CEA3679F","$23,129.52","$23,129.52","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","15755","98EC3B55C6","$27,770.52","$27,770.52","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","15943","2C5AC05CB2","$20,836.56","$20,836.56","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","16111","5B5242CBDD","$20,297.04","$20,297.04","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","16222","964C75672D","$20,320.56","$20,320.56","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","16236","8D4B5897DF","$23,391.18","$23,391.18","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","16315","1EBE2B601D","$19,887.96","$19,887.96","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","16414","1F2A9F995C","$21,543.00","$21,543.00","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","16672","62CCD14172","$21,700.56","$21,700.56","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","16728","11094B7035","$16,060.64","$16,060.64","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","16820","A4623EF627","$18,838.16","$18,838.16","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","18388","ED435BC036","$18,525.48","$18,525.48","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","22840","34995304F7","$9,474.09","$9,474.09","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","23207","A9DB940319","$14,174.51","$14,174.51","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","24447","701B54A340","$19,950.00","$19,950.00","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","25076","01FF551755","$20,051.04","$20,051.04","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","27833","E023DE6866","$20,500.00","$20,500.00","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","100199","B2906413B4","$20,000.04","$20,000.04","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","100951","0DE0DD9FF0","$21,175.56","$21,175.56","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","101100","B02641F7EA","$21,891.09","$21,891.09","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","102006","D055568548","$28,475.52","$28,475.52","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","102072","1966AAD5A2","$23,460.00","$23,460.00","University of North Dakota"
"ADMINISTRATIVE ASSISTANT","102648","C7DA886B6F","$20,212.56","$20,212.56","University of North Dakota"
"ADMINISTRATIVE ASSISTANT TO AD","16226","E4C00FE23D","$17,510.04","$17,510.04","University of North Dakota"
"ADMINISTRATIVE ASSOCIATE","15064","D7446E949B","$17,729.04","$17,729.04","University of North Dakota"
"ADMINISTRATIVE ASSOCIATE","15670","20C78EFA33","$27,164.80","$27,164.80","University of North Dakota"
"ADMINISTRATIVE ASST ","14130","EAEE2174D0","$19,950.00","$19,950.00","University of North Dakota"
"ADMINISTRATIVE ASST ","16573","AE1D1182B6","$25,500.00","$25,500.00","University of North Dakota"
"ADMINISTRATIVE CLERICAL ","13734","0AD309180D","$11,683.95","$11,683.95","University of North Dakota"
"ADMINISTRATIVE CLERK","15270","0441FD4855","$15,732.48","$15,732.48","University of North Dakota"
"ADMINISTRATIVE CLERK","22987","88834005AF","$9,476.04","$9,476.04","University of North Dakota"
"ADMINISTRATIVE OFFICER","13531","B5603C9095","$38,706.00","$38,706.00","University of North Dakota"
"ADMINISTRATIVE OFFICER","13724","DA683E5DFB","$14,085.00","$14,085.00","University of North Dakota"
"ADMINISTRATIVE OFFICER","14613","006223245E","$31,155.48","$31,155.48","University of North Dakota"
"ADMINISTRATIVE OFFICER","14721","A0D886D03F","$30,210.48","$30,210.48","University of North Dakota"
"ADMINISTRATIVE OFFICER","14760","2FD0E39B1D","$32,727.00","$32,727.00","University of North Dakota"
"ADMINISTRATIVE OFFICER","14766","A63B710038","$27,135.48","$27,135.48","University of North Dakota"
"ADMINISTRATIVE OFFICER","14809","2D3F995E75","$27,912.00","$27,912.00","University of North Dakota"
"ADMINISTRATIVE OFFICER","14937","3B136B2D78","$36,470.52","$36,470.52","University of North Dakota"
"ADMINISTRATIVE OFFICER","15157","4C2FACF0DD","$26,445.96","$26,445.96","University of North Dakota"
"ADMINISTRATIVE OFFICER","15330","C371132A0D","$33,721.80","$33,721.80","University of North Dakota"
"ADMINISTRATIVE OFFICER","15430","CB5981296C","$25,289.96","$25,289.96","University of North Dakota"
"ADMINISTRATIVE OFFICER","15464","D7F916C4CB","$19,359.00","$19,359.00","University of North Dakota"
"ADMINISTRATIVE OFFICER","15810","120E3D08F5","$18,561.96","$18,561.96","University of North Dakota"
"ADMINISTRATIVE OFFICER","15965","70CA4CBA1C","$35,845.56","$35,845.56","University of North Dakota"
"ADMINISTRATIVE OFFICER","16162","8E42F1D9B8","$20,245.68","$20,245.68","University of North Dakota"
"ADMINISTRATIVE OFFICER","16330","147DA29D2B","$39,575.04","$39,575.04","University of North Dakota"
"ADMINISTRATIVE OFFICER","16901","DD8FD42774","$35,161.56","$35,161.56","University of North Dakota"
"ADMINISTRATIVE OFFICER","16929","8F702663F5","$33,597.48","$33,597.48","University of North Dakota"
"ADMINISTRATIVE OFFICER","27336","BF5DA281B7","$30,892.82","$30,892.82","University of North Dakota"
"ADMINISTRATIVE SECRETARY","13660","DE977C7AEF","$12,424.56","$12,424.56","University of North Dakota"
"ADMINISTRATIVE SECRETARY","13713","93B6ADB71E","$17,943.13","$17,943.13","University of North Dakota"
"ADMINISTRATIVE SECRETARY","13747","C4B7177B89","$19,095.96","$19,095.96","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14014","D924F15840","$20,425.63","$20,425.63","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14018","8C20FD975C","$20,105.04","$20,105.04","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14068","6F9ADA0D70","$16,041.63","$16,041.63","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14131","2BF75621F7","$16,479.96","$16,479.96","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14286","E85311F34C","$17,033.52","$17,033.52","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14455","0AE0CAD6B5","$14,871.00","$14,871.00","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14500","8540751E2D","$15,647.96","$15,647.96","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14624","DB67475481","$18,726.96","$18,726.96","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14642","A3EFB4A5E7","$20,067.84","$20,067.84","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14688","D093626711","$16,109.04","$16,109.04","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14701","E451F32187","$3,621.28","$3,621.28","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14820","48B28FCD9A","$16,149.48","$16,149.48","University of North Dakota"
"ADMINISTRATIVE SECRETARY","14965","C53B643896","$16,791.00","$16,791.00","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15033","08220CE591","$19,308.48","$19,308.48","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15081","1EE58D681D","$13,471.40","$13,471.40","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15148","2E9D5311E4","$5,098.50","$5,098.50","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15441","22C2D600FA","$11,543.52","$11,543.52","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15489","3DE3F50D82","$21,341.52","$21,341.52","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15568","BE75D9C3BB","$23,364.48","$23,364.48","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15601","441394E83B","$15,848.55","$15,848.55","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15621","AD52D9EA22","$18,024.96","$18,024.96","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15639","4119CA8E84","$15,750.00","$15,750.00","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15662","13D587F17F","$8,676.90","$8,676.90","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15717","4B97050E60","$5,333.32","$5,333.32","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15717","FCC16B64B2","$4,251.45","$4,251.45","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15737","C50FC8D8D9","$19,710.96","$19,710.96","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15742","C83A253CA0","$15,489.00","$15,489.00","University of North Dakota"
"ADMINISTRATIVE SECRETARY","15986","FE1CF4CCB8","$17,844.96","$17,844.96","University of North Dakota"
"ADMINISTRATIVE SECRETARY","16020","689101CE18","$18,072.48","$18,072.48","University of North Dakota"
"ADMINISTRATIVE SECRETARY","16324","75EECDCFD0","$17,043.48","$17,043.48","University of North Dakota"
"ADMINISTRATIVE SECRETARY","16490","3817F24FDF","$15,913.56","$15,913.56","University of North Dakota"
"ADMINISTRATIVE SECRETARY","16505","5373B8A2A2","$16,528.56","$16,528.56","University of North Dakota"
"ADMINISTRATIVE SECRETARY","16598","E8D5B79DEB","$18,321.09","$18,321.09","University of North Dakota"
"ADMINISTRATIVE SECRETARY","16624","957E442BA1","$21,143.04","$21,143.04","University of North Dakota"
"ADMINISTRATIVE SECRETARY","16890","A67FF285AC","$14,280.34","$14,280.34","University of North Dakota"
"ADMINISTRATIVE SECRETARY","16890","F6C2B16480","$2,774.27","$2,774.27","University of North Dakota"
"ADMINISTRATIVE SECRETARY","17605","B94765ACCE","$2,060.61","$2,060.61","University of North Dakota"
"ADMINISTRATIVE SECRETARY","17618","A04F5B041D","$18,512.04","$18,512.04","University of North Dakota"
"ADMINISTRATIVE SECRETARY","17798","969FF0AF8C","$18,581.04","$18,581.04","University of North Dakota"
"ADMINISTRATIVE SECRETARY","17854","22A5D94FA9","$1,511.42","$1,511.42","University of North Dakota"
"ADMINISTRATIVE SECRETARY","22840","E8333EC157","$2,326.70","$2,326.70","University of North Dakota"
"ADMINISTRATIVE SECRETARY","23128","B90C805C39","$19,592.04","$19,592.04","University of North Dakota"
"ADMINISTRATIVE SECRETARY","23400","45FF6AA9B4","$8,987.31","$8,987.31","University of North Dakota"
"ADMINISTRATIVE SECRETARY","26637","D6423D1EA7","$3,086.42","$3,086.42","University of North Dakota"
"ADMINISTRATIVE SECRETARY","26752","040550EC19","$8,748.90","$8,748.90","University of North Dakota"
"ADMINISTRATIVE SECRETARY","26799","AFC47C9A27","$18,086.52","$18,086.52","University of North Dakota"
"ADMINISTRATIVE SECRETARY","27376","0DF4B6CC07","$16,500.00","$16,500.00","University of North Dakota"
"ADMINISTRATIVE SECRETARY","27830","3CD90BB32A","$17,801.52","$17,801.52","University of North Dakota"
"ADMINISTRATIVE SECRETARY","28424","CE9E94FF45","$18,302.52","$18,302.52","University of North Dakota"
"ADMINISTRATIVE SECRETARY","28519","C0CCD373D0","$16,250.04","$16,250.04","University of North Dakota"
"ADMINISTRATIVE SECRETARY","100523","C564815CDF","$13,049.27","$13,049.27","University of North Dakota"
"ADMINISTRATIVE SECRETARY","100726","D180B94A14","$18,342.00","$18,342.00","University of North Dakota"
"ADMINISTRATIVE SECRETARY","101214","414EBA7670","$17,823.00","$17,823.00","University of North Dakota"
"ADMINISTRATIVE SECRETARY","101396","C93ED5D19F","$7,968.80","$7,968.80","University of North Dakota"
"ADMINISTRATIVE SPECIALIST ","15078","B415015CD0","$17,740.56","$17,740.56","University of North Dakota"
"ADMINISTRATIVE SPECIALIST ","25429","2F799AD4D5","$16,644.48","$16,644.48","University of North Dakota"
"ADMINISTRATIVE SPECIALIST ","26134","C59494700F","$18,142.56","$18,142.56","University of North Dakota"
"ADMINISTRATIVE SUPPORT STAFF","17808","911FCA2634","$5,000.00","$5,000.00","University of North Dakota"
"ADMINISTRATIVE SUPPORT STAFF","17808","CECE246413","$6,114.73","$6,114.73","University of North Dakota"
"ADMINSTRATIVE ASSIST","14774","E05120C151","$26,886.48","$26,886.48","University of North Dakota"
"ADMINSTRATIVE ASSISTANT ","15775","6CC11C1CD0","$17,733.32","$17,733.32","University of North Dakota"
"ADMINSTRATIVE CLERK ","16959","1BCC2AD126","$7,566.50","$7,566.50","University of North Dakota"
"ADMINSTRATIVE SEC.","15909","046BB887C4","$18,471.00","$18,471.00","University of North Dakota"
"ADMISSION EVALUATOR ","24973","7EEF56DA49","$13,033.52","$13,033.52","University of North Dakota"
"ADMISSION EVALUATOR/FRESHMEN","13541","C2801F4229","$8,788.50","$8,788.50","University of North Dakota"
"ADMISSION EVALUATOR/TRANSFER","15880","9ADA5D641D","$17,823.00","$17,823.00","University of North Dakota"
"ADMISSION INT'L/RECORDS COORD ","26821","3C939DAEE9","$13,507.22","$13,507.22","University of North Dakota"
"ADMISSIONS & RECORDS ASSIST ","23861","BC3E110E50","$25,869.00","$25,869.00","University of North Dakota"
"ADMISSIONS REPRESENTATIVE ","14771","8C0B7901F0","$19,898.04","$19,898.04","University of North Dakota"
"ADMISSIONS REPRESENTATIVE ","15478","A1AEA8B506","$7,000.00","$7,000.00","University of North Dakota"
"ADMISSIONS REPRESENTATIVE ","26944","48D5CC3D2C","$11,454.55","$11,454.55","University of North Dakota"
"ADMISSIONS REPRESENTATIVE ","27058","4C16C444E9","$3,999.99","$3,999.99","University of North Dakota"
"ADMISSIONS REPSENTATIVE ","27363","EBE96A77F7","$16,980.96","$16,980.96","University of North Dakota"
"ADMISSIONS SPECIALIST ","15501","BDEF0051AE","$13,840.80","$13,840.80","University of North Dakota"
"ADMISSIONS SPECIALIST ","100764","98A22EB8EF","$15,729.48","$15,729.48","University of North Dakota"
"ADMISSIONS/STUDENT SVCS SPEC","14593","ABBA66F73F","$5,309.00","$5,309.00","University of North Dakota"
